SMAP_L3_SM_P_E_20150717_R17000_001.soil_moisture,SPL3SMP_E,A2015198,Lat13.474722Lon30.806389Samp1Line1,2021145224627,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150718_R17000_001.soil_moisture,SPL3SMP_E,A2015199,Lat13.474722Lon30.806389Samp1Line1,2021145224627,0.021998588,0.02971565,0.021811021,0.029750131,0.025953095,0.024295669,0.031798877,0.023096688,0.029780122
SMAP_L3_SM_P_E_20150719_R17000_001.soil_moisture,SPL3SMP_E,A2015200,Lat13.474722Lon30.806389Samp1Line1,2021145224627,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150720_R17000_001.soil_moisture,SPL3SMP_E,A2015201,Lat13.474722Lon30.806389Samp1Line1,2021145224628,0.034522552,0.03072345,0.026830502,0.03873265,0.03569908,0.024180938,0.03707081,0.03175343,0.023867302
SMAP_L3_SM_P_E_20150721_R17000_001.soil_moisture,SPL3SMP_E,A2015202,Lat13.474722Lon30.806389Samp1Line1,2021145224628,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150722_R17000_001.soil_moisture,SPL3SMP_E,A2015203,Lat13.474722Lon30.806389Samp1Line1,2021145224628,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150723_R17000_001.soil_moisture,SPL3SMP_E,A2015204,Lat13.474722Lon30.806389Samp1Line1,2021145224629,0.026118992,0.020285083,0.01999998,0.02619402,0.021921536,0.02000001,0.027642995,0.022476198,0.024221376
SMAP_L3_SM_P_E_20150724_R17000_001.soil_moisture,SPL3SMP_E,A2015205,Lat13.474722Lon30.806389Samp1Line1,2021145224630,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150725_R17000_001.soil_moisture,SPL3SMP_E,A2015206,Lat13.474722Lon30.806389Samp1Line1,2021145224630,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150726_R17000_001.soil_moisture,SPL3SMP_E,A2015207,Lat13.474722Lon30.806389Samp1Line1,2021145224631,0.064620204,0.05950814,0.055751048,0.06502203,0.060448714,0.05386485,0.06570469,0.06367816,0.053129267
SMAP_L3_SM_P_E_20150727_R17000_001.soil_moisture,SPL3SMP_E,A2015208,Lat13.474722Lon30.806389Samp1Line1,2021145224631,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150728_R17000_002.soil_moisture,SPL3SMP_E,A2015209,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.09740119,0.09916562,0.104967125,0.10291326,0.101646125,0.10244759,0.10922421,0.104565784,0.10404749
SMAP_L3_SM_P_E_20150729_R17000_001.soil_moisture,SPL3SMP_E,A2015210,Lat13.474722Lon30.806389Samp1Line1,2021145224631,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150730_R17000_001.soil_moisture,SPL3SMP_E,A2015211,Lat13.474722Lon30.806389Samp1Line1,2021145224632,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150731_R17000_001.soil_moisture,SPL3SMP_E,A2015212,Lat13.474722Lon30.806389Samp1Line1,2021145224633,0.063796744,0.06581883,0.066932976,0.067935824,0.06828693,0.06734875,0.07067104,0.06957372,0.06654165
SMAP_L3_SM_P_E_20150801_R17000_001.soil_moisture,SPL3SMP_E,A2015213,Lat13.474722Lon30.806389Samp1Line1,2021145224633,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150802_R17000_001.soil_moisture,SPL3SMP_E,A2015214,Lat13.474722Lon30.806389Samp1Line1,2021145224633,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150803_R17000_001.soil_moisture,SPL3SMP_E,A2015215,Lat13.474722Lon30.806389Samp1Line1,2021145224634,0.024809452,0.024489982,0.020892046,0.027082926,0.02000001,0.02000001,0.023147764,0.02000004,0.023900758
SMAP_L3_SM_P_E_20150804_R17000_001.soil_moisture,SPL3SMP_E,A2015216,Lat13.474722Lon30.806389Samp1Line1,2021145224635,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150805_R17000_001.soil_moisture,SPL3SMP_E,A2015217,Lat13.474722Lon30.806389Samp1Line1,2021145224635,0.04331055,0.042539738,0.038552243,0.044372346,0.04452631,0.0409038,0.051345978,0.043817572,0.044167224
SMAP_L3_SM_P_E_20150806_R17000_001.soil_moisture,SPL3SMP_E,A2015218,Lat13.474722Lon30.806389Samp1Line1,2021145224635,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150807_R17000_001.soil_moisture,SPL3SMP_E,A2015219,Lat13.474722Lon30.806389Samp1Line1,2021145224636,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150808_R17000_001.soil_moisture,SPL3SMP_E,A2015220,Lat13.474722Lon30.806389Samp1Line1,2021145224636,0.17747997,0.16629039,0.16501053,0.20039003,0.18226296,0.1781662,0.22677805,0.2037857,0.19647358
SMAP_L3_SM_P_E_20150809_R17000_001.soil_moisture,SPL3SMP_E,A2015221,Lat13.474722Lon30.806389Samp1Line1,2021145224637,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150810_R17000_001.soil_moisture,SPL3SMP_E,A2015222,Lat13.474722Lon30.806389Samp1Line1,2021145224637,F,F,F,F,F,F,F,F,F
